wdid,structureName,associatedAkas,ciuCode,structureType,waterSource,gnisId,streamMile,porStart,porEnd,division,waterDistrict,subdistrict,county,latdecdeg,longdecdeg,modified,,,,,,DITCH
3605240,SPRUCE VALLEY RANCH WELL FIELD,,A,WELL,GROUNDWATER: BLUE RIVER,173194,,2009-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.452208,-106.028988,2015-01-08T15:28:54.1870000,,,,,,
3605241,SELDOM ACRES WELL 2,,A,WELL,GROUNDWATER: BLUE RIVER,173194,,,,5,36,,SUMMIT,39.560582,-106.049364,2012-12-12T16:34:22.6570000,,,,,,
3605242,SELDOM ACRES WELL 3,,A,WELL,GROUNDWATER: BLUE RIVER,173194,,,,5,36,,SUMMIT,39.560258,-106.049278,2012-12-12T16:40:57.5300000,,,,,,
3605243,SELDOM ACRES WELL 4,,A,WELL,GROUNDWATER: BLUE RIVER,173194,,,,5,36,,SUMMIT,39.559076,-106.048457,2012-12-12T16:43:53.9000000,,,,,,
3605244,LOWRY AIR BASE WELL 1,,A,WELL,GROUNDWATER: SNAKE RIVER,176197,,,,5,36,,SUMMIT,39.600305,-106.027484,1989-06-07T00:00:00.0000000,,,,,,
3605245,WILDS CAMP WELL NO 1,,A,WELL,GROUNDWATER: SWAN RIVER,176199,,1992-10-31T00:00:00.0000000,1999-10-31T00:00:00.0000000,5,36,,SUMMIT,39.528394,-105.97196,1992-03-31T00:00:00.0000000,,,,,,
3605246,WILDS CAMP WELL NO 2,,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.536524,-105.966231,1995-01-23T00:00:00.0000000,,,,,,
3605247,WILDS CAMP WELL NO 3,,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.53329,-105.963999,1995-01-23T00:00:00.0000000,,,,,,
3605248,DERCUM DITCH WELLS 1TO15,,A,WELL,GROUNDWATER: SNAKE RIVER,176197,,,,5,36,,SUMMIT,39.606818,-105.93931,1994-02-04T00:00:00.0000000,,,,,,
3605249,W PORTAL ST CR TUN WELL,,A,WELL,GROUNDWATER: STRAIGHT CREEK,175967,,,,5,36,,SUMMIT,39.682804,-105.936619,1989-10-12T00:00:00.0000000,,,,,,
3605250,PEBBLE CR RANCH WELL 01,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.722241,-106.153762,2007-02-14T15:46:00.0000000,,,,,,
3605251,PEBBLE CR RANCH WELL 02,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.723602,-106.153703,2007-02-14T15:47:00.0000000,,,,,,
3605252,PEBBLE CR RANCH WELL 03,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.723554,-106.152209,2007-02-14T15:47:00.0000000,,,,,,
3605253,PEBBLE CR RANCH WELL 04,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.723058,-106.151349,2007-02-14T15:48:00.0000000,,,,,,
3605254,PEBBLE CR RANCH WELL 05,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.722988,-106.150227,1992-03-31T00:00:00.0000000,,,,,,
3605255,PEBBLE CR RANCH WELL 06,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2019-10-31T00:00:00.0000000,5,36,,SUMMIT,39.723234,-106.148995,2007-02-14T15:48:00.0000000,,,,,,
3605256,PEBBLE CR RANCH WELL 07,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.72373,-106.148034,1992-03-31T00:00:00.0000000,,,,,,
3605257,PEBBLE CR RANCH WELL 08,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.723983,-106.147047,2007-02-14T15:49:00.0000000,,,,,,
3605258,PEBBLE CR RANCH WELL 09,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.724055,-106.146185,2007-02-14T15:49:00.0000000,,,,,,
3605259,PEBBLE CR RANCH WELL 10,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.725372,-106.143301,2007-02-14T15:50:00.0000000,,,,,,
3605260,PEBBLE CR RANCH WELL 11,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.725059,-106.142071,2007-02-14T15:50:00.0000000,,,,,,
3605261,PEBBLE CR RANCH WELL 12,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2020-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.725313,-106.14099,2007-02-14T15:50:00.0000000,,,,,,
3605262,PEBBLE CR RANCH WELL 13,,A,WELL,GROUNDWATER: PEBBLE CREEK,175964,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.72278,-106.140271,2007-02-14T15:51:00.0000000,,,,,,
3605263,PEBBLE CR RANCH WELL 14,,A,WELL,GROUNDWATER: ROCK CREEK,175942,,,,5,36,,SUMMIT,39.721799,-106.143755,2007-02-14T15:51:00.0000000,,,,,,
3605264,PEBBLE CR RANCH WELL 15,,A,WELL,GROUNDWATER: ROCK CREEK,175942,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.722725,-106.142184,2007-02-14T15:52:00.0000000,,,,,,
3605265,PEBBLE CR RANCH WELL 16,,A,WELL,GROUNDWATER: ROCK CREEK,175942,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.722696,-106.14328,2007-02-14T15:52:00.0000000,,,,,,
3605266,PEBBLE CR RANCH WELL 17,,A,WELL,GROUNDWATER: ROCK CREEK,175942,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.7223,-106.14416,1992-03-31T00:00:00.0000000,,,,,,
3605267,PEBBLE CR RANCH WELL 18,,A,WELL,GROUNDWATER: ROCK CREEK,175942,,2010-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.722153,-106.145371,2007-02-14T15:53:00.0000000,,,,,,
3605268,PEBBLE CR RANCH WELL 19,,A,WELL,GROUNDWATER: ROCK CREEK,175942,,2010-10-31T00:00:00.0000000,2015-10-31T00:00:00.0000000,5,36,,SUMMIT,39.725136,-106.157054,2007-02-14T15:53:00.0000000,,,,,,
3605269,BUFFALO MTN METRO WELL 2,BMMD WELL 2,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1988-11-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.626975,-106.07226,2006-02-02T08:49:00.0000000,,,,,,
3605270,BUFFALO MTN METRO WELL 3,BMMD WELL 3,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1988-11-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.627342,-106.072522,2006-02-02T08:25:00.0000000,,,,,,
3605271,SWANS NEST METRO DISTRICT RV WELL,"SWANS NEST WELL NO. 6, TIGER RUN RV PARK WELL",A,WELL,GROUNDWATER: SWAN RIVER,176199,,1990-11-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.540229,-106.040213,2014-03-31T16:44:12.6730000,,,,,,
3605272,VISTAHAUS WELL NO 1,BRECKENRIDGE SKI RESORT,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1990-10-31T00:00:00.0000000,2016-10-31T00:00:00.0000000,5,36,,SUMMIT,39.470287,-106.08408,1990-12-11T00:00:00.0000000,,,,,,
3605273,VISTAHAUS WELL NO 2,BRECKENRIDGE SKI RESORT,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1990-10-31T00:00:00.0000000,1991-10-31T00:00:00.0000000,5,36,,SUMMIT,39.471412,-106.085155,1990-12-11T00:00:00.0000000,,,,,,
3605274,PEAK 9 COLLECTION GALLERY,BRECKENRIDGE SKI RESORT,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1990-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.457569,-106.07577,2017-12-07T11:53:55.5800000,,,,,,
3605275,HOLZWARTH WELL,,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1990-10-31T00:00:00.0000000,1998-10-31T00:00:00.0000000,5,36,,SUMMIT,39.458343,-106.033158,1990-12-11T00:00:00.0000000,,,,,,
3605276,COPPER MOUNTAIN METRO DISTRICT WELL NO 2,"CMCMD ALLUVIAL WELL NO 2, COPPER MTN METRO",A,WELL,GROUNDWATER: WEST TENMILE CREEK,176173,,1990-11-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.500633,-106.144285,2020-03-18T12:04:07.6470000,,,,,,
3605277,COPPER MTN STAFFORD LAKE WELL,STAFFORD LAKE PUMP,A,WELL,GROUNDWATER: WEST TENMILE CREEK,176173,,1991-08-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.501204,-106.148493,2014-12-18T12:56:50.5770000,,,,,,
3605278,COPPER MTN UNION LAKE WELL,UNION LAKE PUMP,A,WELL,GROUNDWATER: WEST TENMILE CREEK,176173,,1991-07-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.504545,-106.143233,2014-12-18T12:57:03.8900000,,,,,,
3605279,GIBERSON PRESERVE WELL NO 3,,A,WELL,GROUNDWATER: MEADOW CREEK,176190,,1991-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.59768,-106.0958,2016-04-18T14:34:50.3370000,,,,,,
3605280,PARADOX LODGE WELL NO 1,,A,WELL,GROUNDWATER: SNAKE RIVER,176197,,1990-11-30T00:00:00.0000000,2010-10-31T00:00:00.0000000,5,36,,SUMMIT,39.589494,-105.873081,1998-03-12T00:00:00.0000000,,,,,,
3605281,HILL RANCH LOT 1 WELL,SHARFI-WOOD LOT 1 WELL,A,WELL,GROUNDWATER: BLUE RIVER,173194,,,,5,36,,SUMMIT,39.771475,-106.15602,1999-03-23T00:00:00.0000000,,,,,,
3605282,BUFFALO MTN METRO WELL 1,BMMD WELL 1,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1991-11-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.62669,-106.071976,2008-03-25T09:31:03.9000000,,,,,,
3605283,BUFFALO MTN METRO WELL 4,BMMD WELL 4,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1993-04-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.626746,-106.07172,2006-02-02T08:47:00.0000000,,,,,,
3605284,LODGE 4 WELL,KEYSTONE OUTBACK WELL,A,WELL,GROUNDWATER: KEYSTONE CREEK,182372,,1991-11-30T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.561849,-105.932405,2012-02-23T09:25:15.6530000,,,,,,
3605285,SWAN MOUNTAIN INN WELL,,A,WELL,GROUNDWATER: BLUE RIVER,173194,,1992-11-30T00:00:00.0000000,1997-10-31T00:00:00.0000000,5,36,,SUMMIT,39.565991,-106.052007,1998-03-06T00:00:00.0000000,,,,,,
3605286,EDENS WELL,,A,WELL,GROUNDWATER: BLUE RIVER,173194,,,,5,36,,SUMMIT,39.669095,-106.085187,1998-03-12T00:00:00.0000000,,,,,,
3605287,LIME STATION WELL,,A,WELL,GROUNDWATER: TENMILE CREEK,176191,,2001-11-30T00:00:00.0000000,2008-10-31T00:00:00.0000000,5,36,,SUMMIT,39.398718,-106.186505,1999-03-23T00:00:00.0000000,,,,,,
3605288,SE-1 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.524282,-106.014612,1998-03-20T00:00:00.0000000,,,,,,
3605289,SE-2 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525989,-106.01309,2016-04-29T15:17:38.9070000,,,,,,
3605290,SE-3 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.52512,-106.013519,2015-04-02T11:18:20.5470000,,,,,,
3605291,SE-4 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.524326,-106.014636,2015-04-02T11:18:32.7970000,,,,,,
3605292,SE-6 WELL,SUMMIT ESTATES FILING NO 2,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.520623,-106.014606,1998-03-20T00:00:00.0000000,,,,,,
3605293,SE-7 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.522407,-106.013643,1998-03-20T00:00:00.0000000,,,,,,
3605294,SE-8 WELL,SUMMIT ESTATES FILING NO 4,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.52308,-106.012908,2016-04-29T15:37:35.8030000,,,,,,
3605295,SE-9 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.523784,-106.011766,1998-03-20T00:00:00.0000000,,,,,,
3605296,SE-10 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.522335,-106.011547,2016-04-29T15:55:41.9630000,,,,,,
3605297,SE-11 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.523782,-106.010894,2016-04-29T15:13:35.2270000,,,,,,
3605298,SE-12 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.524853,-106.012073,2016-03-17T15:09:12.5130000,,,,,,
3605299,SE-13 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525413,-106.011895,2015-04-02T11:21:38.0330000,,,,,,
3605300,SE-14 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.526533,-106.011667,2017-03-27T12:01:29.0430000,,,,,,
3605301,SE-15 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.52642,-106.013177,1998-03-20T00:00:00.0000000,,,,,,
3605302,SE-16 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527438,-106.013216,2016-03-17T15:43:59.2600000,,,,,,
3605303,SE-17 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.52804,-106.013492,2015-04-02T11:23:07.1370000,,,,,,
3605304,SE-18 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527895,-106.012454,2017-03-27T12:05:25.3100000,,,,,,
3605305,SE-19 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527414,-106.011819,2016-03-17T14:49:03.0800000,,,,,,
3605306,SE-20 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527031,-106.011301,2016-03-17T16:41:43.0870000,,,,,,
3605307,SE-21 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527601,-106.011089,2016-03-17T16:50:55.0400000,,,,,,
3605308,SE-22 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527241,-106.010048,2015-04-02T11:24:08.4800000,,,,,,
3605309,SE-23 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527793,-106.009719,2017-03-27T16:32:21.0700000,,,,,,
3605310,SE-24 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.526904,-106.008333,1998-03-20T00:00:00.0000000,,,,,,
3605311,SE-25 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527743,-106.008275,2016-04-29T15:19:00.2830000,,,,,,
3605312,SE-26 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527679,-106.007297,2016-04-29T15:19:14.8430000,,,,,,
3605313,SE-27 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527801,-106.006763,2016-04-29T15:19:28.7470000,,,,,,
3605314,SE-28 WELL,SUMMIT ESTATES FILING NO 2,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.528133,-106.004767,1998-03-20T00:00:00.0000000,,,,,,
3605315,SE-29 WELL,SUMMIT ESTATES FILING NO 2,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.528875,-106.004417,2015-04-02T11:25:48.4070000,,,,,,
3605316,SE-30 WELL,SUMMIT ESTATES FILING NO 2,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.528298,-106.003443,1998-03-20T00:00:00.0000000,,,,,,
3605317,SE-31 WELL,SUMMIT ESTATES FILING NO 2,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527882,-106.002529,2016-03-17T17:19:07.5370000,,,,,,
3605318,SE-32 WELL,SUMMIT ESTATES FILING NO 2,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527703,-106.003446,1998-03-20T00:00:00.0000000,,,,,,
3605319,SE-33 WELL,SUMMIT ESTATES FILING NO 2,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.527163,-106.004497,1998-03-20T00:00:00.0000000,,,,,,
3605320,SE-34 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.526919,-106.005552,1998-03-20T00:00:00.0000000,,,,,,
3605321,SE-35 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.526506,-106.00643,2015-04-02T11:26:27.8300000,,,,,,
3605322,SE-36 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.526289,-106.007626,1998-03-20T00:00:00.0000000,,,,,,
3605323,SE-37 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525702,-106.008804,1998-03-20T00:00:00.0000000,,,,,,
3605324,SE-38 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.526247,-106.009335,2015-04-02T11:26:54.8730000,,,,,,
3605325,SE-39 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525896,-106.010284,2015-04-02T11:27:11.5570000,,,,,,
3605326,SE-40 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525106,-106.009959,1998-03-20T00:00:00.0000000,,,,,,
3605327,SE-41 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.524502,-106.01002,2015-04-02T11:27:37.6830000,,,,,,
3605328,SE-42 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.524773,-106.008884,1998-03-20T00:00:00.0000000,,,,,,
3605329,SE-43 WELL,SUMMIT ESTATES FILING NO 2,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525513,-106.006707,2015-04-02T11:28:05.7070000,,,,,,
3605330,SE-44 WELL,SUMMIT ESTATES FILING NO 2,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525899,-106.005747,2015-04-02T11:28:21.6370000,,,,,,
3605331,SE-45 WELL,SUMMIT ESTATES FILING NO 2,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525513,-106.005672,1998-03-20T00:00:00.0000000,,,,,,
3605332,SE-46 WELL,SUMMIT ESTATES FILING NO 2,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.525027,-106.006572,2015-04-02T11:28:56.8600000,,,,,,
3605333,SE-47 WELL,SUMMIT ESTATES FILING NO 2,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.524652,-106.007183,2015-04-02T11:29:11.1400000,,,,,,
3605334,SE-48 WELL,SUMMIT ESTATES FILING NO 2,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.524402,-106.008041,2016-04-29T15:34:27.0500000,,,,,,
3605335,SE-49 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.523321,-106.008991,1998-03-20T00:00:00.0000000,,,,,,
3605336,SE-50 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.523414,-106.00976,1998-03-20T00:00:00.0000000,,,,,,
3605337,SE-51 WELL,SUMMIT ESTATES FILING NO 1,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.521602,-106.009815,1998-03-20T00:00:00.0000000,,,,,,
3605338,SE-52 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.521005,-106.00912,2015-04-02T11:29:56.4700000,,,,,,
3605339,SE-53 WELL,SUMMIT ESTATES FILING NO 4,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.520352,-106.008564,2007-01-17T08:54:00.0000000,,,,,,
3605340,SE-54 WELL,"GRIGSBY WELL, SUMMIT ESTATES FILING NO 4",A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.519756,-106.010707,2004-03-01T13:42:00.0000000,,,,,,
3605341,SE-55 WELL,SUMMIT ESTATES FILING NO 1,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.519449,-106.010773,2015-04-02T11:30:39.8730000,,,,,,
3605342,SE-56 WELL,SUMMIT ESTATES FILING NO 4,I,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.520917,-106.007769,2004-03-01T10:11:00.0000000,,,,,,
3605343,SE-57 WELL,SUMMIT ESTATES FILING NO 4,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.520599,-106.007101,2015-04-02T11:31:03.4000000,,,,,,
3605344,SE-58 WELL,SUMMIT ESTATES FILING NO 4,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.521176,-106.00697,2007-01-17T09:35:00.0000000,,,,,,
3605345,SE-59 WELL,SUMMIT ESTATES FILING NO 4,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.521009,-106.005479,2015-04-02T11:31:33.2230000,,,,,,
3605346,SE-60 WELL,SUMMIT ESTATES FILING NO 4,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.521502,-106.005753,1998-03-20T00:00:00.0000000,,,,,,
3605347,SE-61 WELL,SUMMIT ESTATES FILING NO 4,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.522031,-106.006052,2015-04-02T11:31:57.9100000,,,,,,
3605348,SE-62 WELL,SUMMIT ESTATES FILING NO 4,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.522925,-106.005867,2007-01-16T13:59:00.0000000,,,,,,
3605349,SE-63 WELL,SUMMIT ESTATES FILING NO 4,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.521886,-106.007225,1998-03-20T00:00:00.0000000,,,,,,
3605350,SE-64 WELL,SUMMIT ESTATES FILING NO 4,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.522623,-106.007491,1998-03-20T00:00:00.0000000,,,,,,
3605351,SE-65 WELL,SUMMIT ESTATES FILING NO 4,N,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.523154,-106.004346,2019-02-13T11:21:56.2930000,,,,,,
3605352,SE-66 WELL,SUMMIT ESTATES FILING NO 4,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.523838,-106.005496,1998-03-20T00:00:00.0000000,,,,,,
3605353,SE-67 WELL,SUMMIT ESTATES FILING NO 4,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.523749,-106.004343,2004-03-08T09:05:00.0000000,,,,,,
3605354,WELL NO. 1,SUMMIT ESTATES FILING NO 3,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.529663,-106.013259,2016-04-29T16:21:03.9470000,,,,,,
3605355,WELL NO. 2,SUMMIT ESTATES FILING NO 3,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.529664,-106.011153,2016-04-29T16:23:17.5970000,,,,,,
3605356,WELL NO. 3,"GONTRAM WELL, SUMMIT ESTATES FILING NO 3",A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.529797,-106.010294,2016-04-29T16:23:34.0030000,,,,,,
3605357,WELL NO. 4,SUMMIT ESTATES FILING NO 3,H,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.529992,-106.008587,2016-04-29T16:23:49.8230000,,,,,,
3605358,WELL NO. 5,SUMMIT ESTATES FILING NO 3,A,WELL,GROUNDWATER: SWAN RIVER,176199,,,,5,36,,SUMMIT,39.5304,-106.006289,2016-04-29T16:24:11.9300000,,,,,,
